product_id,name,category,base_price,supplier,country,in_stock,discount,product_added_date
280,Children's Storybook,Books,418.13,SupplierA,Japan,False,16.57,2025-07-22T12:34:06.651937
281,Study Desk,Furniture,524.08,SupplierB,Japan,True,30.73,2025-06-26T12:34:06.651937
282,Biography,Books,1538.7,SupplierC,UK,False,34.9,2025-07-19T12:34:06.651937
283,Building Blocks,Toys,1499.19,SupplierD,Japan,False,36.37,2025-07-22T12:34:06.651937
284,Yoga Mat,Sportswear,1888.74,SupplierD,India,True,38.58,2025-07-11T12:34:06.651937
285,Cookbook,Books,1851.29,SupplierA,USA,False,25.2,2025-07-07T12:34:06.651937
286,Jeans,Clothing,1237.52,SupplierC,India,True,31.73,2025-07-20T12:34:06.651937
287,Yoga Mat,Sportswear,825.21,SupplierE,India,False,32.39,2025-07-15T12:34:06.651937
288,Biography,Books,236.62,SupplierB,Germany,True,39.66,2025-06-25T12:34:06.651937
289,Puzzle Set,Toys,79.68,SupplierB,India,False,2.62,2025-07-24T12:34:06.651937
290,Football Boots,Sportswear,898.06,SupplierD,Japan,False,31.07,2025-07-14T12:34:06.651937
291,Smartwatch,Electronics,427.07,SupplierC,USA,False,4.95,2025-06-30T12:34:06.651937
292,Gaming Console,Electronics,1019.2,SupplierD,India,False,2.25,2025-07-16T12:34:06.651937
293,Mystery Novel,Books,1572.69,SupplierC,Japan,False,28.7,2025-07-21T12:34:06.651937
294,Basketball Shoes,Sportswear,1760.89,SupplierB,USA,True,10.76,2025-07-11T12:34:06.651937
295,Cookbook,Books,1049.2,SupplierB,Japan,False,3.24,2025-07-06T12:34:06.651937
296,Basketball Shoes,Sportswear,760.09,SupplierD,USA,True,7.16,2025-07-17T12:34:06.651937
297,Raincoat,Clothing,884.09,SupplierE,India,True,45.05,2025-07-03T12:34:06.651937
298,Vacuum Cleaner,Home Appliances,399.64,SupplierA,India,True,36.56,2025-07-18T12:34:06.651937
299,Biography,Books,1052.11,SupplierE,Germany,True,14.81,2025-07-21T12:34:06.651937
300,Yoga Mat,Sportswear,397.09,SupplierD,UK,True,5.45,2025-07-09T12:34:06.651937
301,Coffee Maker,Home Appliances,980.99,SupplierC,Germany,False,39.42,2025-07-25T12:34:06.651937
302,Microwave Oven,Home Appliances,430.33,SupplierE,Germany,False,34.29,2025-07-17T12:34:06.651937
303,Running Shoes,Clothing,1683.46,SupplierB,Japan,False,23.64,2025-07-22T12:34:06.651937
304,Bookshelf,Furniture,274.38,SupplierC,Japan,False,9.73,2025-07-16T12:34:06.651937
305,Bookshelf,Furniture,1648.13,SupplierC,India,False,7.18,2025-06-25T12:34:06.651937
306,Vacuum Cleaner,Home Appliances,1476.12,SupplierE,Germany,False,38.17,2025-07-19T12:34:06.651937
307,Biography,Books,793.8,SupplierA,India,True,32.49,2025-07-02T12:34:06.651937
308,Air Conditioner,Home Appliances,424.66,SupplierC,UK,False,4.25,2025-07-15T12:34:06.651937
309,Basketball Shoes,Sportswear,1034.38,SupplierD,India,True,38.12,2025-06-28T12:34:06.651937
310,Wardrobe,Furniture,1924.59,SupplierE,UK,False,36.3,2025-07-21T12:34:06.651937
311,Wireless Headphones,Electronics,740.47,SupplierE,Japan,False,24.22,2025-07-02T12:34:06.651937
312,Sneakers,Clothing,1559.88,SupplierD,India,False,2.17,2025-07-14T12:34:06.651937
313,Children's Storybook,Books,186.17,SupplierA,Japan,False,37.22,2025-07-06T12:34:06.651937
314,Wireless Headphones,Electronics,1067.9,SupplierE,Japan,True,42.25,2025-06-29T12:34:06.651937
315,Tennis Racket,Sportswear,183.8,SupplierA,Japan,True,25.04,2025-07-14T12:34:06.651937
316,Air Conditioner,Home Appliances,1495.73,SupplierD,Germany,True,29.39,2025-07-25T12:34:06.651937
317,Action Figure,Toys,813.46,SupplierE,UK,True,48.41,2025-07-16T12:34:06.651937
318,Winter Jacket,Clothing,1394.16,SupplierB,Germany,True,13.85,2025-07-17T12:34:06.651937
319,Running Shoes,Clothing,461.98,SupplierA,Japan,True,11.73,2025-07-05T12:34:06.651937
320,4K Monitor,Electronics,901.86,SupplierC,India,False,4.63,2025-06-29T12:34:06.651937
321,Sports T-Shirt,Clothing,1030.11,SupplierC,UK,False,18.32,2025-07-09T12:34:06.651937
322,Running Shoes,Clothing,548.35,SupplierD,Japan,True,12.25,2025-07-10T12:34:06.651937
323,Cookbook,Books,234.45,SupplierC,USA,True,31.9,2025-07-21T12:34:06.651937
324,Study Desk,Furniture,130.74,SupplierE,India,True,32.09,2025-07-21T12:34:06.651937
325,Biography,Books,1736.41,SupplierB,Germany,False,37.21,2025-07-11T12:34:06.651937
326,Sofa,Furniture,206.78,SupplierB,UK,True,29.53,2025-07-09T12:34:06.651937
327,Children's Storybook,Books,1799.68,SupplierD,UK,False,37.49,2025-07-21T12:34:06.651937
328,Science Fiction,Books,1607.58,SupplierE,Japan,False,4.98,2025-07-11T12:34:06.651937
329,Laptop,Electronics,1963.79,SupplierB,Japan,False,29.59,2025-07-05T12:34:06.651937
330,Gym Bag,Sportswear,1352.58,SupplierA,India,False,25.53,2025-07-24T12:34:06.651937
331,Dollhouse,Toys,1655.03,SupplierE,Germany,False,34.9,2025-07-08T12:34:06.651937
332,Tablet,Electronics,1946.83,SupplierC,Japan,False,45.63,2025-07-09T12:34:06.651937
333,Raincoat,Clothing,765.35,SupplierD,Germany,True,6.95,2025-07-05T12:34:06.651937
334,Coffee Maker,Home Appliances,287.78,SupplierE,USA,False,48.9,2025-07-08T12:34:06.651937
335,Gym Bag,Sportswear,1753.34,SupplierD,UK,False,39.27,2025-07-16T12:34:06.651937
336,Remote Control Car,Toys,1561.76,SupplierB,UK,True,26.77,2025-07-06T12:34:06.651937
337,Yoga Mat,Sportswear,1657.07,SupplierE,USA,False,2.82,2025-07-12T12:34:06.651937
338,Refrigerator,Home Appliances,946.46,SupplierC,India,True,36.71,2025-07-18T12:34:06.651937
339,Laptop,Electronics,1812.24,SupplierD,India,True,21.94,2025-07-09T12:34:06.651937
340,Running Shoes,Clothing,369.15,SupplierE,UK,True,14.77,2025-07-25T12:34:06.651937
341,Sofa,Furniture,845.61,SupplierA,Japan,True,30.83,2025-07-15T12:34:06.651937
342,Air Conditioner,Home Appliances,159.04,SupplierE,UK,False,38.23,2025-07-21T12:34:06.651937
343,Study Desk,Furniture,771.75,SupplierD,UK,True,9.39,2025-07-20T12:34:06.651937
344,Dollhouse,Toys,608.79,SupplierB,India,True,16.04,2025-07-20T12:34:06.651937
345,Refrigerator,Home Appliances,1878.07,SupplierA,India,False,37.56,2025-07-22T12:34:06.651937
346,Puzzle Set,Toys,811.53,SupplierC,Japan,False,7.98,2025-07-04T12:34:06.651937
347,Smartwatch,Electronics,582.19,SupplierA,USA,False,5.86,2025-07-09T12:34:06.651937
348,Wireless Headphones,Electronics,714.12,SupplierC,UK,True,43.97,2025-07-18T12:34:06.651937
349,Winter Jacket,Clothing,1263.08,SupplierA,UK,True,4.99,2025-07-05T12:34:06.651937
350,Sports T-Shirt,Clothing,148.79,SupplierC,USA,True,40.29,2025-07-05T12:34:06.651937
351,Gaming Console,Electronics,661.96,SupplierE,Germany,False,38.15,2025-07-12T12:34:06.651937
352,Puzzle Set,Toys,1811.54,SupplierA,USA,False,0.35,2025-07-15T12:34:06.651937
353,Laptop,Electronics,1353.54,SupplierA,UK,False,28.54,2025-07-22T12:34:06.651937
354,Study Desk,Furniture,866.49,SupplierD,UK,True,24.61,2025-06-28T12:34:06.651937
355,Running Shoes,Clothing,1984.13,SupplierA,India,True,34.62,2025-07-24T12:34:06.651937
356,Air Conditioner,Home Appliances,600.26,SupplierC,Japan,False,14.1,2025-06-27T12:34:06.651937
357,Sneakers,Clothing,256.07,SupplierB,Germany,True,16.78,2025-07-02T12:34:06.651937
358,Coffee Maker,Home Appliances,1878.26,SupplierA,USA,True,42.28,2025-07-22T12:34:06.651937
359,Gym Bag,Sportswear,1722.82,SupplierD,Japan,True,13.98,2025-07-18T12:34:06.651937
360,Winter Jacket,Clothing,779.78,SupplierE,Japan,False,10.99,2025-07-08T12:34:06.651937
361,Remote Control Car,Toys,576.18,SupplierA,USA,False,5.37,2025-07-11T12:34:06.651937
362,Yoga Mat,Sportswear,1298.66,SupplierA,Germany,False,25.24,2025-07-23T12:34:06.651937
363,Dollhouse,Toys,1676.79,SupplierA,Japan,True,19.46,2025-07-12T12:34:06.651937
364,Formal Shirt,Clothing,1678.15,SupplierA,Japan,True,21.86,2025-07-24T12:34:06.651937
365,Wardrobe,Furniture,1290.52,SupplierC,USA,False,39.94,2025-07-04T12:34:06.651937
366,Office Chair,Furniture,1302.72,SupplierD,USA,False,33.56,2025-07-03T12:34:06.651937
367,Yoga Mat,Sportswear,546.68,SupplierB,UK,True,38.24,2025-07-10T12:34:06.651937
368,4K Monitor,Electronics,492.1,SupplierE,USA,False,27.3,2025-06-25T12:34:06.651937
369,Bed Frame,Furniture,384.67,SupplierA,Japan,False,36.49,2025-07-17T12:34:06.651937
370,Gym Bag,Sportswear,218.8,SupplierD,Germany,True,11.39,2025-06-26T12:34:06.651937
371,Microwave Oven,Home Appliances,151.49,SupplierB,USA,True,5.84,2025-07-22T12:34:06.651937
372,Vacuum Cleaner,Home Appliances,1000.79,SupplierE,India,True,3.4,2025-07-21T12:34:06.651937
373,Study Desk,Furniture,529.39,SupplierB,India,True,3.19,2025-07-13T12:34:06.651937
374,Football Boots,Sportswear,1279.67,SupplierC,Germany,True,2.97,2025-06-29T12:34:06.651937
375,Dollhouse,Toys,652.67,SupplierD,India,False,38.97,2025-07-03T12:34:06.651937
376,Sports T-Shirt,Clothing,1081.46,SupplierC,Germany,True,21.07,2025-06-30T12:34:06.651937
377,Tennis Racket,Sportswear,321.16,SupplierB,USA,True,24.66,2025-07-12T12:34:06.651937
378,Biography,Books,1400.8,SupplierE,UK,True,2.05,2025-07-18T12:34:06.651937
379,Jeans,Clothing,1387.34,SupplierE,UK,False,2.5,2025-07-05T12:34:06.651937
380,Sports T-Shirt,Clothing,171.67,SupplierB,UK,False,28.16,2025-06-29T12:34:06.651937
381,Gaming Console,Electronics,797.42,SupplierC,India,True,19.18,2025-07-17T12:34:06.651937
382,Smartwatch,Electronics,228.56,SupplierE,Germany,False,30.75,2025-06-25T12:34:06.651937
383,Children's Storybook,Books,1782.66,SupplierB,UK,True,36.97,2025-07-24T12:34:06.651937
384,Building Blocks,Toys,906.99,SupplierB,India,False,44.05,2025-06-28T12:34:06.651937
385,Bluetooth Speaker,Electronics,621.52,SupplierA,Japan,False,22.83,2025-07-02T12:34:06.651937
386,Yoga Mat,Sportswear,859.59,SupplierB,Germany,True,36.77,2025-07-25T12:34:06.651937
387,Bluetooth Speaker,Electronics,1345.56,SupplierB,Germany,True,40.56,2025-07-09T12:34:06.651937
388,Sports T-Shirt,Clothing,1623.77,SupplierD,Japan,True,6.79,2025-07-02T12:34:06.651937
389,Wireless Headphones,Electronics,668.49,SupplierE,India,False,28.74,2025-07-07T12:34:06.651937
390,Sports T-Shirt,Clothing,617.13,SupplierD,Germany,True,2.2,2025-07-06T12:34:06.651937
391,Coffee Maker,Home Appliances,927.28,SupplierE,India,False,43.83,2025-07-22T12:34:06.651937
392,Study Desk,Furniture,507.57,SupplierC,Germany,True,2.26,2025-07-11T12:34:06.651937
393,Raincoat,Clothing,107.51,SupplierB,Germany,True,38.35,2025-07-13T12:34:06.651937
394,Bed Frame,Furniture,392.15,SupplierE,UK,True,26.69,2025-07-09T12:34:06.651937
395,Gym Bag,Sportswear,553.77,SupplierA,Japan,False,11.5,2025-06-29T12:34:06.651937
396,Basketball Shoes,Sportswear,286.06,SupplierA,Germany,True,15.21,2025-07-14T12:34:06.651937
397,Gym Bag,Sportswear,635.5,SupplierA,India,False,47.93,2025-07-17T12:34:06.651937
398,Formal Shirt,Clothing,860.54,SupplierA,Germany,True,4.01,2025-06-29T12:34:06.651937
399,Bed Frame,Furniture,927.27,SupplierD,India,False,43.6,2025-07-22T12:34:06.651937
400,Washing Machine,Home Appliances,298.92,SupplierD,India,True,0.34,2025-07-23T12:34:06.651937
401,Yoga Mat,Sportswear,1006.95,SupplierB,India,True,13.3,2025-07-13T12:34:06.651937
402,Action Figure,Toys,1390.08,SupplierA,Germany,False,34.67,2025-07-18T12:34:06.651937
403,Building Blocks,Toys,59.9,SupplierC,Germany,False,49.05,2025-07-13T12:34:06.651937
404,Air Conditioner,Home Appliances,177.03,SupplierD,UK,False,1.57,2025-07-20T12:34:06.651937
405,4K Monitor,Electronics,1316.95,SupplierC,UK,False,12.89,2025-07-04T12:34:06.651937
406,Winter Jacket,Clothing,1787.72,SupplierB,Germany,False,13.9,2025-07-21T12:34:06.651937
407,Puzzle Set,Toys,1075.09,SupplierB,UK,False,37.39,2025-07-09T12:34:06.651937
408,Cycling Helmet,Sportswear,1064.68,SupplierE,UK,True,25.05,2025-07-11T12:34:06.651937
409,Dining Table,Furniture,1511.96,SupplierA,USA,False,27.98,2025-07-09T12:34:06.651937
410,Study Desk,Furniture,1382.03,SupplierB,USA,False,23.06,2025-07-16T12:34:06.651937
411,Board Game,Toys,172.72,SupplierB,Japan,True,34.22,2025-07-13T12:34:06.651937
412,Bed Frame,Furniture,81.02,SupplierC,UK,True,19.24,2025-07-06T12:34:06.651937
413,Winter Jacket,Clothing,419.21,SupplierC,UK,True,30.94,2025-06-30T12:34:06.651937
414,Sneakers,Clothing,963.63,SupplierD,Japan,False,34.71,2025-07-13T12:34:06.651937
415,Vacuum Cleaner,Home Appliances,1621.26,SupplierB,India,True,10.97,2025-06-28T12:34:06.651937
416,Office Chair,Furniture,1794.34,SupplierC,Japan,True,23.66,2025-07-10T12:34:06.651937
417,Sneakers,Clothing,1127.09,SupplierC,Germany,False,0.56,2025-07-20T12:34:06.651937
418,Remote Control Car,Toys,1776.09,SupplierE,Japan,False,12.98,2025-07-21T12:34:06.651937
419,Dining Table,Furniture,1751.14,SupplierC,USA,False,37.81,2025-06-26T12:34:06.651937
420,Action Figure,Toys,882.84,SupplierA,India,True,8.87,2025-07-03T12:34:06.651937
421,Running Shoes,Clothing,210.95,SupplierD,UK,True,6.38,2025-07-03T12:34:06.651937
422,Running Shoes,Clothing,619.91,SupplierE,Germany,True,12.16,2025-07-20T12:34:06.651937
423,Running Shoes,Clothing,627.48,SupplierA,Japan,False,32.82,2025-07-03T12:34:06.651937
424,Washing Machine,Home Appliances,463.37,SupplierE,USA,True,31.1,2025-07-06T12:34:06.651937
425,Travel Guide,Books,579.15,SupplierE,USA,True,0.23,2025-07-14T12:34:06.651937
426,Cookbook,Books,1083.84,SupplierD,Germany,False,14.41,2025-07-13T12:34:06.651937
427,Wardrobe,Furniture,1523.96,SupplierC,India,True,43.41,2025-07-24T12:34:06.651937
428,Study Desk,Furniture,698.6,SupplierA,India,True,36.39,2025-06-25T12:34:06.651937
429,Sports T-Shirt,Clothing,61.59,SupplierE,India,True,26.79,2025-06-25T12:34:06.651937
430,Gym Bag,Sportswear,746.49,SupplierC,Japan,True,36.14,2025-07-06T12:34:06.651937
431,Smartwatch,Electronics,1236.32,SupplierD,Germany,True,33.16,2025-07-12T12:34:06.651937
432,Smartphone,Electronics,1264.97,SupplierA,Japan,True,37.42,2025-07-25T12:34:06.651937
433,Building Blocks,Toys,1360.13,SupplierC,India,False,33.81,2025-07-23T12:34:06.651937
434,Puzzle Set,Toys,295.07,SupplierA,USA,True,18.62,2025-06-28T12:34:06.651937
435,Gaming Console,Electronics,1025.21,SupplierD,Germany,True,27.83,2025-07-10T12:34:06.651937
436,Cycling Helmet,Sportswear,726.27,SupplierB,Germany,True,18.82,2025-07-13T12:34:06.651937
437,Microwave Oven,Home Appliances,1342.56,SupplierC,India,True,0.39,2025-07-15T12:34:06.651937
438,Coffee Maker,Home Appliances,1703.82,SupplierC,India,False,34.94,2025-07-23T12:34:06.651937
439,Sofa,Furniture,735.75,SupplierA,USA,True,38.94,2025-07-17T12:34:06.651937
440,Board Game,Toys,1006.18,SupplierA,Germany,False,10.1,2025-07-14T12:34:06.651937
441,Puzzle Set,Toys,615.35,SupplierD,Germany,False,9.45,2025-06-26T12:34:06.651937
442,Laptop,Electronics,258.17,SupplierC,India,False,39.41,2025-07-03T12:34:06.651937
443,Bluetooth Speaker,Electronics,259.45,SupplierC,USA,False,3.06,2025-07-11T12:34:06.651937
444,Cookbook,Books,146.26,SupplierD,India,False,33.18,2025-07-12T12:34:06.651937
445,4K Monitor,Electronics,1635.65,SupplierB,UK,True,32.6,2025-07-20T12:34:06.651937
446,Sports T-Shirt,Clothing,907.91,SupplierE,USA,True,1.5,2025-07-09T12:34:06.651937
447,Tablet,Electronics,544.28,SupplierD,India,True,28.23,2025-07-05T12:34:06.651937
448,Winter Jacket,Clothing,327.62,SupplierA,Japan,True,28.7,2025-07-10T12:34:06.651937
449,Winter Jacket,Clothing,1643.14,SupplierE,UK,True,39.18,2025-07-10T12:34:06.651937
450,Dollhouse,Toys,212.76,SupplierE,UK,False,12.59,2025-07-19T12:34:06.651937
451,Vacuum Cleaner,Home Appliances,1344.11,SupplierA,USA,True,20.04,2025-07-18T12:34:06.651937
452,Action Figure,Toys,743.68,SupplierB,Japan,True,31.88,2025-07-06T12:34:06.651937
453,Remote Control Car,Toys,1882.04,SupplierC,Japan,False,17.77,2025-07-18T12:34:06.651937
454,Smartphone,Electronics,685.24,SupplierA,Japan,False,10.65,2025-07-11T12:34:06.651937
455,Winter Jacket,Clothing,1617.05,SupplierE,UK,False,43.46,2025-06-27T12:34:06.651937
456,Laptop,Electronics,84.52,SupplierD,Germany,True,25.14,2025-06-26T12:34:06.651937
457,Dining Table,Furniture,130.59,SupplierE,USA,True,29.39,2025-07-11T12:34:06.651937
458,Biography,Books,495.76,SupplierD,Germany,False,43.48,2025-07-08T12:34:06.651937
459,Jeans,Clothing,895.5,SupplierD,Japan,True,41.83,2025-07-12T12:34:06.651937
460,Wardrobe,Furniture,1073.17,SupplierE,Japan,True,25.3,2025-07-12T12:34:06.651937
461,Tablet,Electronics,543.77,SupplierE,Japan,True,3.64,2025-07-20T12:34:06.651937
462,Science Fiction,Books,38.73,SupplierE,India,True,16.1,2025-07-23T12:34:06.651937
463,Gym Bag,Sportswear,877.36,SupplierD,USA,True,24.12,2025-06-30T12:34:06.651937
464,Wireless Headphones,Electronics,1505.8,SupplierE,India,True,14.5,2025-07-11T12:34:06.651937
465,Board Game,Toys,1304.99,SupplierC,UK,False,37.63,2025-07-14T12:34:06.651937
466,Microwave Oven,Home Appliances,230.54,SupplierC,UK,True,35.48,2025-07-17T12:34:06.651937
467,Running Shoes,Clothing,1244.95,SupplierB,USA,False,40.28,2025-07-18T12:34:06.651937
468,Coffee Maker,Home Appliances,994.8,SupplierE,India,True,10.17,2025-07-19T12:34:06.651937
469,Science Fiction,Books,489.11,SupplierC,Germany,False,7.61,2025-07-14T12:34:06.651937
470,Football Boots,Sportswear,234.38,SupplierB,Japan,False,48.03,2025-07-24T12:34:06.651937
471,Travel Guide,Books,1374.55,SupplierC,India,False,7.98,2025-07-19T12:34:06.651937
472,Running Shoes,Clothing,1593.4,SupplierD,India,True,26.86,2025-07-17T12:34:06.651937
473,Formal Shirt,Clothing,1753.17,SupplierD,UK,False,15.5,2025-07-12T12:34:06.651937
474,Football Boots,Sportswear,1269.92,SupplierB,Germany,False,25.59,2025-07-15T12:34:06.651937
475,Raincoat,Clothing,560.29,SupplierD,Japan,False,34.96,2025-07-18T12:34:06.651937
476,Cycling Helmet,Sportswear,659.31,SupplierC,Japan,False,29.52,2025-07-21T12:34:06.651937
477,Gym Bag,Sportswear,1765.32,SupplierD,Japan,False,18.05,2025-07-03T12:34:06.651937
478,Study Desk,Furniture,826.56,SupplierD,UK,True,29.51,2025-07-11T12:34:06.651937
479,Bluetooth Speaker,Electronics,159.77,SupplierD,India,True,20.03,2025-06-29T12:34:06.651937
480,Bed Frame,Furniture,271.65,SupplierE,USA,False,30.17,2025-07-05T12:34:06.651937
481,Laptop,Electronics,1805.9,SupplierB,USA,False,19.21,2025-07-16T12:34:06.651937
482,Bed Frame,Furniture,585.65,SupplierE,USA,False,20.67,2025-06-26T12:34:06.651937
483,Sofa,Furniture,1927.18,SupplierA,USA,True,12.31,2025-07-04T12:34:06.651937
484,Basketball Shoes,Sportswear,140.57,SupplierC,Japan,True,43.4,2025-07-16T12:34:06.651937
485,Laptop,Electronics,53.8,SupplierB,Germany,True,17.99,2025-07-21T12:34:06.651937
486,Sports T-Shirt,Clothing,1572.51,SupplierE,India,False,5.59,2025-07-16T12:34:06.651937
487,4K Monitor,Electronics,1786.5,SupplierB,India,True,45.82,2025-07-08T12:34:06.651937
488,Jeans,Clothing,1449.3,SupplierC,Japan,False,14.68,2025-07-09T12:34:06.651937
489,Dollhouse,Toys,1155.31,SupplierA,India,False,16.48,2025-06-28T12:34:06.651937
490,Washing Machine,Home Appliances,807.36,SupplierC,UK,False,43.03,2025-07-16T12:34:06.651937
491,Formal Shirt,Clothing,1126.78,SupplierC,Japan,False,37.69,2025-07-06T12:34:06.651937
492,Dollhouse,Toys,55.61,SupplierD,USA,True,9.09,2025-07-13T12:34:06.651937
493,Office Chair,Furniture,1332.88,SupplierB,Japan,False,5.85,2025-06-29T12:34:06.651937
494,Smartwatch,Electronics,334.44,SupplierD,Germany,True,30.4,2025-07-14T12:34:06.651937
495,Cycling Helmet,Sportswear,1856.57,SupplierA,Germany,False,21.45,2025-06-29T12:34:06.651937
496,Wireless Headphones,Electronics,934.2,SupplierC,USA,False,43.08,2025-06-28T12:34:06.651937
497,4K Monitor,Electronics,441.51,SupplierC,USA,True,33.09,2025-07-21T12:34:06.651937
498,Puzzle Set,Toys,1374.52,SupplierC,Japan,True,1.51,2025-07-24T12:34:06.651937
499,Office Chair,Furniture,1672.65,SupplierE,USA,False,25.83,2025-06-26T12:34:06.651937
500,Microwave Oven,Home Appliances,776.11,SupplierA,USA,False,43.11,2025-07-21T12:34:06.651937
